,main_style,beer_style,main_style_full_count,sub_style_full_count
5325,Wheat Beers,Witbier,685,207
5326,India Pale Ales,Belgian IPA,914,61
5327,Strong Ales,Belgian Strong Pale Ale,947,147
5328,Strong Ales,Quadrupel (Quad),947,51
5329,Hybrid Beers,Bière de Champagne / Bière Brut,133,8
5330,Hybrid Beers,Bière de Champagne / Bière Brut,133,8
5331,Dark Lagers,American Amber / Red Lager,476,62
5332,Pilseners and Pale Lagers,Czech Pilsener,1228,114
5333,Specialty Beers,Herbed / Spiced Beer,684,95
5334,Stouts,Foreign / Export Stout,786,41
5335,Porters,American Porter,448,305
5336,Wheat Beers,Hefeweizen,685,206
5337,Dark Lagers,Vienna Lager,476,50
5338,Porters,English Porter,448,60
5339,Wheat Beers,Hefeweizen,685,206
5340,Specialty Beers,Herbed / Spiced Beer,684,95
5341,India Pale Ales,American IPA,914,475
5342,Wheat Beers,American Pale Wheat Ale,685,162
5343,Brown Ales,American Brown Ale,416,158
5344,Brown Ales,English Brown Ale,416,146
5345,Pale Ales,American Pale Ale (APA),2120,543
5346,Porters,American Porter,448,305
5347,Stouts,American Double / Imperial Stout,786,207
5348,Bocks,Bock,339,84
5349,Brown Ales,English Brown Ale,416,146
5350,Specialty Beers,Herbed / Spiced Beer,684,95
5351,Brown Ales,American Brown Ale,416,158
5352,Strong Ales,American Strong Ale,947,115
5353,Stouts,English Stout,786,29
5354,Brown Ales,American Brown Ale,416,158
5355,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5356,India Pale Ales,American IPA,914,475
5357,Bocks,Bock,339,84
5358,Dark Lagers,Märzen / Oktoberfest,476,149
5359,Strong Ales,Tripel,947,123
5360,Pale Ales,Belgian Pale Ale,2120,167
5361,Dark Ales,Dubbel,390,88
5362,Stouts,American Double / Imperial Stout,786,207
5363,Wheat Beers,Hefeweizen,685,206
5364,India Pale Ales,American IPA,914,475
5365,Strong Ales,Wheatwine,947,19
5366,Strong Ales,Tripel,947,123
5367,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
5368,Dark Ales,Winter Warmer,390,120
5369,Stouts,Russian Imperial Stout,786,192
5370,Stouts,Russian Imperial Stout,786,192
5371,Stouts,Russian Imperial Stout,786,192
5372,Stouts,Russian Imperial Stout,786,192
5373,Stouts,American Double / Imperial Stout,786,207
5374,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5375,Stouts,English Stout,786,29
5376,Pilseners and Pale Lagers,Light Lager,1228,108
5377,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
5378,Dark Lagers,Märzen / Oktoberfest,476,149
5379,Strong Ales,American Barleywine,947,122
5380,Dark Lagers,Märzen / Oktoberfest,476,149
5381,India Pale Ales,American IPA,914,475
5382,Wheat Beers,American Dark Wheat Ale,685,23
5383,Pale Ales,American Amber / Red Ale,2120,395
5384,Brown Ales,English Brown Ale,416,146
5385,Pale Ales,English Bitter,2120,104
5386,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5387,Strong Ales,Belgian Strong Dark Ale,947,144
5388,Pale Ales,American Pale Ale (APA),2120,543
5389,India Pale Ales,American IPA,914,475
5390,Strong Ales,Belgian Strong Pale Ale,947,147
5391,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
5392,Pilseners and Pale Lagers,Czech Pilsener,1228,114
5393,Dark Lagers,Munich Dunkel Lager,476,81
5394,Wheat Beers,Kristalweizen,685,18
5395,Strong Ales,American Strong Ale,947,115
5396,Strong Ales,Belgian Strong Dark Ale,947,144
5397,Pale Ales,American Pale Ale (APA),2120,543
5398,Pale Ales,American Amber / Red Ale,2120,395
5399,Strong Ales,Belgian Strong Pale Ale,947,147
5400,Strong Ales,English Barleywine,947,62
5401,Pale Ales,American Blonde Ale,2120,174
5402,India Pale Ales,American IPA,914,475
5403,Stouts,Russian Imperial Stout,786,192
5404,Pale Ales,English Pale Ale,2120,185
5405,Porters,American Porter,448,305
5406,Pale Ales,American Amber / Red Ale,2120,395
5407,Strong Ales,American Strong Ale,947,115
5408,India Pale Ales,Belgian IPA,914,61
5409,Specialty Beers,Fruit / Vegetable Beer,684,242
5410,Hybrid Beers,Cream Ale,133,42
5411,Strong Ales,Belgian Strong Dark Ale,947,144
5412,Dark Ales,Scottish Ale,390,62
5413,India Pale Ales,English India Pale Ale (IPA),914,81
5414,Dark Ales,Scottish Ale,390,62
5415,Strong Ales,Scotch Ale / Wee Heavy,947,74
5416,Dark Ales,Scottish Ale,390,62
5417,Stouts,Oatmeal Stout,786,98
5418,Pale Ales,Irish Red Ale,2120,62
5419,Pale Ales,Irish Red Ale,2120,62
5420,Pale Ales,Irish Red Ale,2120,62
5421,Dark Ales,Winter Warmer,390,120
5422,Brown Ales,Altbier,416,79
5423,Pale Ales,American Blonde Ale,2120,174
5424,Pale Ales,American Pale Ale (APA),2120,543
5425,Stouts,American Double / Imperial Stout,786,207
5426,India Pale Ales,English India Pale Ale (IPA),914,81
5427,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5428,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5429,Pale Ales,American Amber / Red Ale,2120,395
5430,Stouts,Russian Imperial Stout,786,192
5431,Pale Ales,Kölsch,2120,89
5432,Stouts,Oatmeal Stout,786,98
5433,Brown Ales,English Brown Ale,416,146
5434,Porters,American Porter,448,305
5435,Pale Ales,American Amber / Red Ale,2120,395
5436,Brown Ales,English Brown Ale,416,146
5437,India Pale Ales,American Double / Imperial IPA,914,297
5438,Pale Ales,English Bitter,2120,104
5439,Pale Ales,American Pale Ale (APA),2120,543
5440,Porters,Black & Tan,448,13
5441,Dark Lagers,Schwarzbier,476,60
5442,Pale Ales,Irish Red Ale,2120,62
5443,Pale Ales,Belgian Pale Ale,2120,167
5444,Wild/Sour Beers,Gueuze,202,33
5445,India Pale Ales,American Double / Imperial IPA,914,297
5446,Stouts,American Stout,786,120
5447,India Pale Ales,English India Pale Ale (IPA),914,81
5448,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
5449,Dark Lagers,Märzen / Oktoberfest,476,149
5450,Pilseners and Pale Lagers,Light Lager,1228,108
5451,Pilseners and Pale Lagers,American Pale Lager,1228,108
5452,Pale Ales,American Amber / Red Ale,2120,395
5453,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5454,Strong Ales,Belgian Strong Pale Ale,947,147
5455,Strong Ales,American Strong Ale,947,115
5456,Strong Ales,American Strong Ale,947,115
5457,Specialty Beers,Fruit / Vegetable Beer,684,242
5458,Specialty Beers,Fruit / Vegetable Beer,684,242
5459,Specialty Beers,Fruit / Vegetable Beer,684,242
5460,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5461,Strong Ales,Belgian Strong Pale Ale,947,147
5462,India Pale Ales,American Double / Imperial IPA,914,297
5463,Pale Ales,American Amber / Red Ale,2120,395
5464,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
5465,Stouts,Russian Imperial Stout,786,192
5466,Bocks,Maibock / Helles Bock,339,62
5467,Stouts,American Double / Imperial Stout,786,207
5468,Stouts,American Double / Imperial Stout,786,207
5469,Strong Ales,Belgian Strong Dark Ale,947,144
5470,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5471,Pale Ales,American Amber / Red Ale,2120,395
5472,Brown Ales,English Dark Mild Ale,416,33
5473,Strong Ales,Tripel,947,123
5474,Pale Ales,American Amber / Red Ale,2120,395
5475,Porters,American Porter,448,305
5476,Wild/Sour Beers,Flanders Oud Bruin,202,24
5477,Pale Ales,American Blonde Ale,2120,174
5478,India Pale Ales,American IPA,914,475
5479,Pale Ales,American Amber / Red Ale,2120,395
5480,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5481,Dark Lagers,Munich Dunkel Lager,476,81
5482,Pilseners and Pale Lagers,American Pale Lager,1228,108
5483,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5484,Wild/Sour Beers,Flanders Red Ale,202,29
5485,Dark Lagers,Euro Dark Lager,476,50
5486,Pilseners and Pale Lagers,American Pale Lager,1228,108
5487,Pilseners and Pale Lagers,American Pale Lager,1228,108
5488,Bocks,Bock,339,84
5489,Wheat Beers,Hefeweizen,685,206
5490,Porters,Black & Tan,448,13
5491,Specialty Beers,Fruit / Vegetable Beer,684,242
5492,Pilseners and Pale Lagers,American Pale Lager,1228,108
5493,Pilseners and Pale Lagers,American Pale Lager,1228,108
5494,Wheat Beers,Dunkelweizen,685,50
5495,Wheat Beers,American Pale Wheat Ale,685,162
5496,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5497,Pilseners and Pale Lagers,Light Lager,1228,108
5498,Wheat Beers,American Pale Wheat Ale,685,162
5499,Dark Lagers,American Amber / Red Lager,476,62
5500,Wheat Beers,American Pale Wheat Ale,685,162
5501,Wheat Beers,American Pale Wheat Ale,685,162
5502,Pale Ales,Irish Red Ale,2120,62
5503,Pilseners and Pale Lagers,Light Lager,1228,108
5504,Dark Lagers,Märzen / Oktoberfest,476,149
5505,Pale Ales,English Pale Ale,2120,185
5506,Porters,American Porter,448,305
5507,India Pale Ales,American IPA,914,475
5508,Pilseners and Pale Lagers,Light Lager,1228,108
5509,Pilseners and Pale Lagers,Light Lager,1228,108
5510,Pilseners and Pale Lagers,Light Lager,1228,108
5511,Pilseners and Pale Lagers,Light Lager,1228,108
5512,Pilseners and Pale Lagers,Light Lager,1228,108
5513,Pilseners and Pale Lagers,Light Lager,1228,108
5514,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5515,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5516,India Pale Ales,American IPA,914,475
5517,Pale Ales,American Pale Ale (APA),2120,543
5518,Brown Ales,English Brown Ale,416,146
5519,Porters,American Porter,448,305
5520,Stouts,Russian Imperial Stout,786,192
5521,Specialty Beers,Pumpkin Ale,684,78
5522,Dark Lagers,Vienna Lager,476,50
5523,Stouts,American Stout,786,120
5524,Wheat Beers,Hefeweizen,685,206
5525,Pale Ales,American Amber / Red Ale,2120,395
5526,Pilseners and Pale Lagers,American Malt Liquor,1228,44
5527,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5528,Pale Ales,American Blonde Ale,2120,174
5529,Specialty Beers,Herbed / Spiced Beer,684,95
5530,Dark Lagers,Schwarzbier,476,60
5531,Porters,American Porter,448,305
5532,Stouts,American Stout,786,120
5533,Porters,American Porter,448,305
5534,Pilseners and Pale Lagers,American Double / Imperial Pilsner,1228,41
5535,Porters,English Porter,448,60
5536,Stouts,American Stout,786,120
5537,Wheat Beers,Witbier,685,207
5538,India Pale Ales,American IPA,914,475
5539,Pale Ales,American Pale Ale (APA),2120,543
5540,Brown Ales,American Brown Ale,416,158
5541,Dark Ales,Dubbel,390,88
5542,India Pale Ales,American IPA,914,475
5543,Brown Ales,English Dark Mild Ale,416,33
5544,Brown Ales,English Dark Mild Ale,416,33
5545,Specialty Beers,Rye Beer,684,64
5546,Pale Ales,American Amber / Red Ale,2120,395
5547,Stouts,Russian Imperial Stout,786,192
5548,Stouts,Milk / Sweet Stout,786,52
5549,Brown Ales,English Dark Mild Ale,416,33
5550,Strong Ales,English Barleywine,947,62
5551,Stouts,English Stout,786,29
5552,Porters,American Porter,448,305
5553,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5554,Specialty Beers,Herbed / Spiced Beer,684,95
5555,Bocks,Maibock / Helles Bock,339,62
5556,Specialty Beers,Herbed / Spiced Beer,684,95
5557,Pilseners and Pale Lagers,American Pale Lager,1228,108
5558,Pilseners and Pale Lagers,German Pilsener,1228,200
5559,Dark Ales,Roggenbier,390,7
5560,Pale Ales,American Blonde Ale,2120,174
5561,Pale Ales,American Pale Ale (APA),2120,543
5562,Wheat Beers,Witbier,685,207
5563,Specialty Beers,Herbed / Spiced Beer,684,95
5564,Pilseners and Pale Lagers,Light Lager,1228,108
5565,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5566,Pilseners and Pale Lagers,Light Lager,1228,108
5567,Pilseners and Pale Lagers,Light Lager,1228,108
5568,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5569,Pilseners and Pale Lagers,Light Lager,1228,108
5570,Pilseners and Pale Lagers,Light Lager,1228,108
5571,Pilseners and Pale Lagers,Light Lager,1228,108
5572,Pilseners and Pale Lagers,American Pale Lager,1228,108
5573,Stouts,Oatmeal Stout,786,98
5574,Dark Lagers,Märzen / Oktoberfest,476,149
5575,Pilseners and Pale Lagers,German Pilsener,1228,200
5576,Dark Lagers,Vienna Lager,476,50
5577,Bocks,Bock,339,84
5578,Pilseners and Pale Lagers,American Pale Lager,1228,108
5579,Wheat Beers,American Pale Wheat Ale,685,162
5580,Brown Ales,English Dark Mild Ale,416,33
5581,Pilseners and Pale Lagers,Light Lager,1228,108
5582,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5583,Pilseners and Pale Lagers,Light Lager,1228,108
5584,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5585,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5586,Dark Lagers,Schwarzbier,476,60
5587,Stouts,Oatmeal Stout,786,98
5588,Pilseners and Pale Lagers,German Pilsener,1228,200
5589,Pale Ales,American Amber / Red Ale,2120,395
5590,Stouts,American Double / Imperial Stout,786,207
5591,Strong Ales,English Barleywine,947,62
5592,Pale Ales,American Pale Ale (APA),2120,543
5593,Strong Ales,Belgian Strong Pale Ale,947,147
5594,Strong Ales,Belgian Strong Pale Ale,947,147
5595,India Pale Ales,American IPA,914,475
5596,Pale Ales,American Amber / Red Ale,2120,395
5597,Bocks,Doppelbock,339,126
5598,Brown Ales,Altbier,416,79
5599,Pale Ales,American Blonde Ale,2120,174
5600,Wheat Beers,Hefeweizen,685,206
5601,India Pale Ales,American IPA,914,475
5602,Strong Ales,American Strong Ale,947,115
5603,Pale Ales,American Blonde Ale,2120,174
5604,Brown Ales,American Brown Ale,416,158
5605,Wheat Beers,Hefeweizen,685,206
5606,India Pale Ales,American IPA,914,475
5607,Pale Ales,American Pale Ale (APA),2120,543
5608,Porters,Black & Tan,448,13
5609,Brown Ales,American Brown Ale,416,158
5610,Dark Ales,Winter Warmer,390,120
5611,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5612,Hybrid Beers,Braggot,133,14
5613,Wheat Beers,Witbier,685,207
5614,Dark Lagers,Euro Dark Lager,476,50
5615,Pilseners and Pale Lagers,German Pilsener,1228,200
5616,Wheat Beers,Hefeweizen,685,206
5617,Stouts,Russian Imperial Stout,786,192
5618,Pale Ales,American Pale Ale (APA),2120,543
5619,Wild/Sour Beers,Flanders Red Ale,202,29
5620,Brown Ales,American Brown Ale,416,158
5621,Stouts,American Stout,786,120
5622,Porters,English Porter,448,60
5623,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5624,Pilseners and Pale Lagers,Light Lager,1228,108
5625,India Pale Ales,American IPA,914,475
5626,Pale Ales,American Pale Ale (APA),2120,543
5627,Brown Ales,American Brown Ale,416,158
5628,Strong Ales,American Strong Ale,947,115
5629,Dark Ales,Winter Warmer,390,120
5630,Strong Ales,Belgian Strong Pale Ale,947,147
5631,Strong Ales,Belgian Strong Dark Ale,947,144
5632,Pilseners and Pale Lagers,Czech Pilsener,1228,114
5633,Dark Lagers,American Amber / Red Lager,476,62
5634,India Pale Ales,American IPA,914,475
5635,India Pale Ales,American Double / Imperial IPA,914,297
5636,Stouts,American Double / Imperial Stout,786,207
5637,Pale Ales,Irish Red Ale,2120,62
5638,Stouts,Milk / Sweet Stout,786,52
5639,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5640,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5641,Pilseners and Pale Lagers,Light Lager,1228,108
5642,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5643,Pale Ales,American Blonde Ale,2120,174
5644,Pale Ales,American Blonde Ale,2120,174
5645,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5646,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5647,Pilseners and Pale Lagers,American Pale Lager,1228,108
5648,Pale Ales,American Pale Ale (APA),2120,543
5649,Pilseners and Pale Lagers,American Malt Liquor,1228,44
5650,Wheat Beers,Witbier,685,207
5651,India Pale Ales,American Double / Imperial IPA,914,297
5652,Specialty Beers,Fruit / Vegetable Beer,684,242
5653,Specialty Beers,Fruit / Vegetable Beer,684,242
5654,Strong Ales,Belgian Strong Dark Ale,947,144
5655,Pale Ales,American Amber / Red Ale,2120,395
5656,Strong Ales,American Strong Ale,947,115
5657,Strong Ales,Belgian Strong Dark Ale,947,144
5658,Wild/Sour Beers,Gueuze,202,33
5659,Wild/Sour Beers,Flanders Oud Bruin,202,24
5660,Bocks,Bock,339,84
5661,Strong Ales,Quadrupel (Quad),947,51
5662,Strong Ales,Belgian Strong Dark Ale,947,144
5663,Strong Ales,Tripel,947,123
5664,Wheat Beers,Hefeweizen,685,206
5665,Porters,American Porter,448,305
5666,Specialty Beers,Herbed / Spiced Beer,684,95
5667,Pale Ales,Saison / Farmhouse Ale,2120,249
5668,Strong Ales,English Strong Ale,947,31
5669,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
5670,Pale Ales,Belgian Pale Ale,2120,167
5671,Wheat Beers,Witbier,685,207
5672,Pale Ales,Belgian Pale Ale,2120,167
5673,Pale Ales,Saison / Farmhouse Ale,2120,249
5674,Wild/Sour Beers,American Wild Ale,202,104
5675,Wild/Sour Beers,Flanders Red Ale,202,29
5676,Wheat Beers,American Pale Wheat Ale,685,162
5677,Pale Ales,American Amber / Red Ale,2120,395
5678,Pale Ales,American Pale Ale (APA),2120,543
5679,Pilseners and Pale Lagers,Light Lager,1228,108
5680,Stouts,American Stout,786,120
5681,Wheat Beers,Hefeweizen,685,206
5682,Dark Lagers,Schwarzbier,476,60
5683,Dark Lagers,Munich Dunkel Lager,476,81
5684,Bocks,Doppelbock,339,126
5685,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
5686,Pale Ales,English Pale Ale,2120,185
5687,Pilseners and Pale Lagers,German Pilsener,1228,200
5688,Specialty Beers,Fruit / Vegetable Beer,684,242
5689,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
5690,Pilseners and Pale Lagers,Czech Pilsener,1228,114
5691,Pale Ales,American Pale Ale (APA),2120,543
5692,Wheat Beers,American Pale Wheat Ale,685,162
5693,Pale Ales,English Pale Ale,2120,185
5694,India Pale Ales,American IPA,914,475
5695,Brown Ales,American Brown Ale,416,158
5696,Pale Ales,American Pale Ale (APA),2120,543
5697,Wheat Beers,Hefeweizen,685,206
5698,Stouts,Milk / Sweet Stout,786,52
5699,Stouts,Milk / Sweet Stout,786,52
5700,Pale Ales,American Pale Ale (APA),2120,543
5701,Pilseners and Pale Lagers,Light Lager,1228,108
5702,Bocks,Weizenbock,339,53
5703,Dark Ales,Winter Warmer,390,120
5704,Porters,American Porter,448,305
5705,Pilseners and Pale Lagers,Keller Bier / Zwickel Bier,1228,27
5706,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
5707,Wheat Beers,Dunkelweizen,685,50
5708,Wheat Beers,Hefeweizen,685,206
5709,Brown Ales,American Brown Ale,416,158
5710,Pilseners and Pale Lagers,American Pale Lager,1228,108
5711,Pilseners and Pale Lagers,Light Lager,1228,108
5712,Pilseners and Pale Lagers,Light Lager,1228,108
5713,Pale Ales,American Blonde Ale,2120,174
5714,Bocks,Doppelbock,339,126
5715,Specialty Beers,Fruit / Vegetable Beer,684,242
5716,Pilseners and Pale Lagers,American Double / Imperial Pilsner,1228,41
5717,Specialty Beers,Fruit / Vegetable Beer,684,242
5718,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
5719,Pale Ales,American Amber / Red Ale,2120,395
5720,Strong Ales,English Strong Ale,947,31
5721,Specialty Beers,Lambic - Fruit,684,95
5722,Specialty Beers,Lambic - Fruit,684,95
5723,Wild/Sour Beers,Gueuze,202,33
5724,Specialty Beers,Lambic - Fruit,684,95
5725,Stouts,Foreign / Export Stout,786,41
5726,Strong Ales,Quadrupel (Quad),947,51
5727,Specialty Beers,Kvass,684,7
5728,Pilseners and Pale Lagers,German Pilsener,1228,200
5729,Strong Ales,English Barleywine,947,62
5730,Stouts,Milk / Sweet Stout,786,52
5731,Wheat Beers,Witbier,685,207
5732,Pale Ales,American Pale Ale (APA),2120,543
5733,Brown Ales,English Dark Mild Ale,416,33
5734,Brown Ales,English Brown Ale,416,146
5735,Pale Ales,American Pale Ale (APA),2120,543
5736,Specialty Beers,Herbed / Spiced Beer,684,95
5737,Pilseners and Pale Lagers,Light Lager,1228,108
5738,Pale Ales,American Amber / Red Ale,2120,395
5739,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
5740,Pilseners and Pale Lagers,American Pale Lager,1228,108
5741,Pale Ales,English Pale Ale,2120,185
5742,Pale Ales,English Pale Ale,2120,185
5743,Hybrid Beers,California Common / Steam Beer,133,15
5744,India Pale Ales,American IPA,914,475
5745,Bocks,Bock,339,84
5746,Pilseners and Pale Lagers,Dortmunder / Export Lager,1228,45
5747,Pilseners and Pale Lagers,Light Lager,1228,108
5748,Dark Ales,American Black Ale,390,70
5749,Wheat Beers,American Dark Wheat Ale,685,23
5750,Pale Ales,American Pale Ale (APA),2120,543
5751,India Pale Ales,American Double / Imperial IPA,914,297
5752,Stouts,Irish Dry Stout,786,47
5753,Bocks,Bock,339,84
5754,Pale Ales,English Pale Ale,2120,185
5755,Stouts,Russian Imperial Stout,786,192
5756,Hybrid Beers,Cream Ale,133,42
5757,Brown Ales,English Brown Ale,416,146
5758,Pale Ales,English Pale Ale,2120,185
